10463,HEATING,4917
10458,HEAT/HOT WATER,4699
11226,Noise - Residential,4540
10468,HEAT/HOT WATER,4381
10467,HEAT/HOT WATER,4363
11226,HEAT/HOT WATER,4328
10468,Noise - Residential,4087
10467,Noise - Residential,3891
10031,Noise - Residential,3858
10453,HEAT/HOT WATER,3601
10458,Noise - Residential,3559
11206,Noise - Residential,3314
11226,HEATING,3278
10040,HEAT/HOT WATER,3259
10032,Noise - Residential,3255
10467,HEATING,3161
10452,Noise - Residential,3144
10456,Noise - Residential,3037
10453,HEATING,2974
10453,Noise - Residential,2962
10456,HEAT/HOT WATER,2953
11216,Noise - Residential,2941
10314,Street Condition,2938
11207,Noise - Residential,2919
11213,Noise - Residential,2900
11221,Noise - Residential,2899
10040,Noise - Residential,2861
10458,HEATING,2857
10462,HEAT/HOT WATER,2836
10457,HEAT/HOT WATER,2793
10027,Noise - Residential,2751
10031,HEAT/HOT WATER,2713
11213,HEAT/HOT WATER,2610
10457,Noise - Residential,2606
11226,PAINT/PLASTER,2581
11368,Blocked Driveway,2561
10029,Noise - Residential,2550
10452,HEATING,2473
10023,Broken Muni Meter,2462
10460,Noise - Residential,2452
10463,HEAT/HOT WATER,2448
10468,HEATING,2439
11226,PLUMBING,2410
11212,HEAT/HOT WATER,2398
11225,HEAT/HOT WATER,2375
10452,HEAT/HOT WATER,2374
11238,Noise - Residential,2346
10456,HEATING,2339
10034,Noise - Residential,2295
11208,Noise - Residential,2292
10472,HEAT/HOT WATER,2277
10460,HEAT/HOT WATER,2259
11419,General Construction/Plumbing,2245
10306,Street Condition,2244
10025,Noise - Residential,2244
11226,UNSANITARY CONDITION,2236
10032,HEAT/HOT WATER,2229
11237,Noise - Residential,2219
10033,Noise - Residential,2187
10312,Street Condition,2159
11212,Noise - Residential,2144
10472,Noise - Residential,2132
11225,HEATING,2130
10009,Noise - Residential,2125
11213,HEATING,2123
11368,Noise - Residential,2122
10466,Noise - Residential,2108
10467,PAINT/PLASTER,2104
10040,HEATING,2082
11225,Noise - Residential,2055
10457,HEATING,2049
10031,HEATING,2041
10463,Noise - Residential,2028
10458,PAINT/PLASTER,1997
10002,Noise - Residential,1956
11233,Noise - Residential,1952
11419,Noise - Residential,1934
10467,UNSANITARY CONDITION,1884
10030,Noise - Residential,1878
11203,Noise - Residential,1836
10466,HEAT/HOT WATER,1832
11419,Building/Use,1818
11373,Noise - Residential,1813
10016,Noise,1809
11233,HEAT/HOT WATER,1808
10026,Noise - Residential,1794
10458,PLUMBING,1786
11236,Noise - Residential,1784
11385,Noise - Residential,1780
10039,Noise - Residential,1779
10462,Noise - Residential,1768
10462,HEATING,1767
11385,Blocked Driveway,1760
11211,Noise - Residential,1759
10032,PAINT/PLASTER,1747
10032,HEATING,1733
10467,PLUMBING,1730
10033,HEAT/HOT WATER,1716
10457,PLUMBING,1706
10451,HEAT/HOT WATER,1675
11221,HEAT/HOT WATER,1673
10468,PAINT/PLASTER,1668
10453,PLUMBING,1659
11203,HEAT/HOT WATER,1652
10031,PAINT/PLASTER,1647
11212,HEATING,1646
10453,PAINT/PLASTER,1630
11207,HEAT/HOT WATER,1614
10027,HEAT/HOT WATER,1613
10452,PAINT/PLASTER,1607
10457,PAINT/PLASTER,1607
10024,Broken Muni Meter,1601
10034,HEAT/HOT WATER,1600
10025,HEAT/HOT WATER,1591
11373,Blocked Driveway,1578
10032,Noise - Street/Sidewalk,1577
11203,HEATING,1577
11377,Blocked Driveway,1574
11234,Noise - Residential,1572
11234,Street Condition,1565
10458,UNSANITARY CONDITION,1551
11210,Noise - Residential,1538
11236,Blocked Driveway,1536
11372,Noise - Residential,1532
10033,HEATING,1518
11229,Street Condition,1516
11208,HEAT/HOT WATER,1512
11419,Special Projects Inspection Team (SPIT),1504
11216,HEAT/HOT WATER,1502
10452,PLUMBING,1498
10453,UNSANITARY CONDITION,1493
10309,Street Condition,1489
10460,HEATING,1472
10459,Noise - Residential,1470
11208,Blocked Driveway,1452
10457,UNSANITARY CONDITION,1446
10455,Noise - Residential,1425
10469,Noise - Residential,1422
10451,Noise - Residential,1418
11225,PLUMBING,1415
10019,Noise,1412
11419,Blocked Driveway,1408
11212,PLUMBING,1407
11213,PLUMBING,1403
11203,Blocked Driveway,1397
10029,HEAT/HOT WATER,1385
10305,Street Condition,1377
10456,PLUMBING,1375
10040,Noise - Street/Sidewalk,1369
10466,Blocked Driveway,1365
11230,Blocked Driveway,1361
11234,Blocked Driveway,1355
11212,UNSANITARY CONDITION,1350
11225,PAINT/PLASTER,1346
10459,HEAT/HOT WATER,1344
10468,PLUMBING,1343
10472,HEATING,1341
11216,HEATING,1336
11207,PLUMBING,1330
11377,Noise - Residential,1328
10031,PLUMBING,1325
11233,HEATING,1324
11230,HEAT/HOT WATER,1321
11223,Illegal Parking,1316
11209,Illegal Parking,1313
11207,UNSANITARY CONDITION,1306
10473,Noise - Residential,1297
11420,Noise - Residential,1295
11226,WATER LEAK,1290
10034,Noise - Commercial,1290
10001,Noise,1288
11218,Illegal Parking,1286
11221,PLUMBING,1285
11230,Illegal Parking,1280
10456,PAINT/PLASTER,1275
10027,HEATING,1272
