10467,HEATING,6399
10468,HEATING,6060
11226,HEATING,5868
10453,HEATING,5687
10458,HEATING,5585
10040,HEATING,5543
10452,HEATING,5173
10463,HEATING,4853
11226,GENERAL CONSTRUCTION,4348
10457,HEATING,4212
11213,HEATING,4127
10456,HEATING,4082
11226,Noise - Residential,3844
10031,HEATING,3819
11225,HEATING,3709
11226,PLUMBING,3631
10032,HEATING,3417
10467,Noise - Residential,3328
10468,Noise - Residential,3312
11212,HEATING,3287
10458,GENERAL CONSTRUCTION,3247
11226,PAINT - PLASTER,3237
10467,GENERAL CONSTRUCTION,3134
10457,GENERAL CONSTRUCTION,3073
10462,HEATING,3065
10453,GENERAL CONSTRUCTION,3006
11203,HEATING,3005
10458,Noise - Residential,2976
10031,Noise - Residential,2972
10468,GENERAL CONSTRUCTION,2965
11220,New Tree Request,2822
10033,HEATING,2792
11233,HEATING,2770
10472,HEATING,2761
10032,Noise - Residential,2655
10460,HEATING,2641
10452,GENERAL CONSTRUCTION,2604
11213,GENERAL CONSTRUCTION,2595
10452,Noise - Residential,2548
11221,HEATING,2510
10025,HEATING,2447
10456,GENERAL CONSTRUCTION,2447
11216,HEATING,2433
11225,GENERAL CONSTRUCTION,2403
10458,PLUMBING,2400
10458,PAINT - PLASTER,2399
11221,GENERAL CONSTRUCTION,2395
10456,Noise - Residential,2391
10034,HEATING,2369
11233,GENERAL CONSTRUCTION,2359
10027,HEATING,2355
10457,Noise - Residential,2343
10457,PLUMBING,2334
11225,Noise - Residential,2333
11212,Noise - Residential,2291
11207,GENERAL CONSTRUCTION,2281
10453,PLUMBING,2279
10468,PAINT - PLASTER,2241
10457,PAINT - PLASTER,2227
10452,PLUMBING,2211
10031,GENERAL CONSTRUCTION,2208
10453,Noise - Residential,2199
10467,PAINT - PLASTER,2199
10467,PLUMBING,2191
11207,HEATING,2177
11208,HEATING,2167
11221,Noise - Residential,2160
10466,HEATING,2152
10468,PLUMBING,2136
11216,GENERAL CONSTRUCTION,2117
10451,HEATING,2088
11208,Noise - Residential,2067
11212,GENERAL CONSTRUCTION,2066
11225,PAINT - PLASTER,2059
10030,HEATING,2049
10459,HEATING,2040
11225,PLUMBING,2038
10029,HEATING,2033
10452,PAINT - PLASTER,2024
11207,Noise - Residential,2023
10453,PAINT - PLASTER,2009
11206,Noise - Residential,2005
11230,HEATING,1999
10032,GENERAL CONSTRUCTION,1998
11213,Noise - Residential,1983
11216,Noise - Residential,1965
10040,Noise - Residential,1925
10029,Noise - Residential,1908
11233,PLUMBING,1907
11213,PLUMBING,1893
10472,GENERAL CONSTRUCTION,1886
11238,Noise - Residential,1862
11238,HEATING,1860
10002,Noise - Residential,1846
11208,GENERAL CONSTRUCTION,1835
10033,Noise - Residential,1822
10466,Noise - Residential,1808
10455,HEATING,1807
11203,GENERAL CONSTRUCTION,1804
10023,Broken Muni Meter,1803
11226,NONCONST,1792
10034,Noise - Residential,1776
11221,PLUMBING,1772
10009,Noise - Residential,1764
11207,PLUMBING,1763
11368,Blocked Driveway,1758
10030,Noise - Residential,1755
10455,Noise - Residential,1754
10027,Noise - Residential,1739
10009,HEATING,1733
11213,PAINT - PLASTER,1730
11221,PAINT - PLASTER,1698
10456,PLUMBING,1696
11373,Noise - Residential,1680
10456,PAINT - PLASTER,1660
10025,Noise - Residential,1656
11368,Noise - Residential,1646
10460,GENERAL CONSTRUCTION,1632
11212,PLUMBING,1629
10472,Noise - Residential,1625
11203,PLUMBING,1623
10031,PAINT - PLASTER,1607
11237,Noise - Residential,1605
10026,Noise - Residential,1604
10031,PLUMBING,1600
10032,PAINT - PLASTER,1584
11235,HEATING,1569
11218,HEATING,1567
11236,Noise - Residential,1541
10032,PLUMBING,1535
11216,PLUMBING,1528
11233,Noise - Residential,1526
10462,Noise - Residential,1523
10033,GENERAL CONSTRUCTION,1517
10460,Noise - Residential,1515
11230,GENERAL CONSTRUCTION,1477
10003,Broken Muni Meter,1463
11373,HEATING,1451
10463,Noise - Residential,1451
10459,GENERAL CONSTRUCTION,1443
10458,NONCONST,1440
11203,Noise - Residential,1434
11238,GENERAL CONSTRUCTION,1421
11208,PLUMBING,1416
11233,PAINT - PLASTER,1404
10040,GENERAL CONSTRUCTION,1398
11216,PAINT - PLASTER,1393
10467,NONCONST,1384
11214,HEATING,1383
10461,HEATING,1381
11221,NONCONST,1378
11210,HEATING,1375
11385,Blocked Driveway,1373
11203,PAINT - PLASTER,1369
11212,PAINT - PLASTER,1368
11207,PAINT - PLASTER,1367
11385,HEATING,1360
10466,GENERAL CONSTRUCTION,1339
10019,Broken Muni Meter,1333
10463,GENERAL CONSTRUCTION,1327
10472,PLUMBING,1317
10457,NONCONST,1316
10026,HEATING,1312
11220,HEATING,1295
11230,Noise - Residential,1291
11218,GENERAL CONSTRUCTION,1283
10033,PAINT - PLASTER,1277
10460,PLUMBING,1273
11233,NONCONST,1269
11237,GENERAL CONSTRUCTION,1260
10013,Broken Muni Meter,1258
10314,Street Condition,1252
10472,PAINT - PLASTER,1245
10039,Noise - Residential,1242
11226,ELECTRIC,1235
11209,HEATING,1234
10453,NONCONST,1220
11237,HEATING,1220
11210,GENERAL CONSTRUCTION,1216
10002,HEATING,1214
10314,Water System,1200
10454,Noise - Residential,1184
11385,Noise - Residential,1182
11691,HEATING,1177
11377,HEATING,1166
11211,Noise - Residential,1160
10460,PAINT - PLASTER,1157
10451,Noise - Residential,1150
10463,PLUMBING,1146
10035,HEATING,1145
11207,NONCONST,1140
11362,Sidewalk Condition,1139
11419,Building/Use,1133
11372,Noise - Residential,1129
10003,Noise,1128
10469,Noise - Residential,1126
11355,HEATING,1117
11206,HEATING,1116
10452,Water System,1111
10459,Noise - Residential,1103
11213,NONCONST,1093
11377,Blocked Driveway,1091
10306,Street Condition,1090
11419,Blocked Driveway,1088
10016,Noise,1085
11234,Noise - Residential,1083
11229,Noise - Residential,1079
10452,NONCONST,1078
10473,Noise - Residential,1078
10003,HEATING,1076
11230,PAINT - PLASTER,1074
10009,Noise - Commercial,1072
11377,Noise - Residential,1071
10034,GENERAL CONSTRUCTION,1070
10027,GENERAL CONSTRUCTION,1065
10456,NONCONST,1065
11236,Blocked Driveway,1063
11385,GENERAL CONSTRUCTION,1057
11419,Noise - Residential,1055
11368,HEATING,1055
10462,GENERAL CONSTRUCTION,1052
10466,Blocked Driveway,1045
11238,PAINT - PLASTER,1043
11208,NONCONST,1042
11203,Blocked Driveway,1041
11208,PAINT - PLASTER,1033
11229,HEATING,1032
11219,HEATING,1031
10003,Noise - Residential,1028
10033,PLUMBING,1026
10011,Noise,1023
10035,Noise - Residential,1021
11210,Noise - Residential,1013
11203,NONCONST,1012
11236,HEATING,1012
10466,PLUMBING,1010
10468,NONCONST,1010
10039,HEATING,1002
11210,PLUMBING,1002
11238,PLUMBING,1002
11355,Blocked Driveway,998
11234,Blocked Driveway,998
10040,PAINT - PLASTER,995
10312,Street Condition,993
11230,PLUMBING,989
10467,ELECTRIC,988
11208,Blocked Driveway,985
10031,NONCONST,985
10032,Noise - Street/Sidewalk,974
10027,PLUMBING,973
10459,PLUMBING,969
11204,HEATING,968
10463,PAINT - PLASTER,968
11230,Blocked Driveway,967
11212,NONCONST,966
11373,Blocked Driveway,966
10019,Taxi Complaint,964
