11226,HEAT/HOT WATER,7314
11209,Request Large Bulky Item Collection,6622
10458,HEAT/HOT WATER,6438
10467,HEAT/HOT WATER,6361
11385,Request Large Bulky Item Collection,6180
10467,Noise - Residential,6084
10452,HEAT/HOT WATER,5676
11215,Request Large Bulky Item Collection,5647
10468,HEAT/HOT WATER,5244
10453,HEAT/HOT WATER,5233
10031,HEAT/HOT WATER,5125
10457,HEAT/HOT WATER,5014
11225,HEAT/HOT WATER,4787
10468,Noise - Residential,4660
10462,HEAT/HOT WATER,4396
11368,Blocked Driveway,4337
11226,Noise - Residential,4332
11385,Illegal Parking,4326
10456,HEAT/HOT WATER,4273
10456,Noise - Residential,4257
11204,Illegal Parking,4186
10458,Noise - Residential,4124
11213,HEAT/HOT WATER,4050
11223,Illegal Parking,3940
11221,Noise - Residential,3811
10031,Noise - Residential,3785
10453,Noise - Residential,3747
11214,Illegal Parking,3727
11233,HEAT/HOT WATER,3724
10460,HEAT/HOT WATER,3705
10033,HEAT/HOT WATER,3673
11373,HEAT/HOT WATER,3669
10452,Noise - Residential,3657
10457,Noise - Residential,3573
11420,Request Large Bulky Item Collection,3518
10040,Noise - Residential,3418
10032,HEAT/HOT WATER,3313
10463,HEAT/HOT WATER,3304
11226,UNSANITARY CONDITION,3214
11228,Request Large Bulky Item Collection,3206
11206,Noise - Residential,3191
11212,HEAT/HOT WATER,3148
11385,Blocked Driveway,3148
10472,HEAT/HOT WATER,3122
11101,Illegal Parking,3099
10451,HEAT/HOT WATER,3084
11417,Request Large Bulky Item Collection,3054
10040,Noise - Street/Sidewalk,3051
10463,Noise - Residential,3034
11207,Noise - Residential,3016
10033,Noise - Street/Sidewalk,2990
11385,Noise - Residential,2987
11203,HEAT/HOT WATER,2975
10029,Noise - Residential,2946
11236,Blocked Driveway,2934
10032,Noise - Residential,2934
11208,Blocked Driveway,2893
10040,HEAT/HOT WATER,2883
11209,Illegal Parking,2854
11219,Request Large Bulky Item Collection,2842
11231,Request Large Bulky Item Collection,2823
11226,PAINT/PLASTER,2802
11366,Noise - Vehicle,2801
11230,Illegal Parking,2790
10033,Noise - Residential,2783
11355,Blocked Driveway,2762
11205,Noise - Residential,2743
10034,HEAT/HOT WATER,2738
11419,Blocked Driveway,2702
10314,Request Large Bulky Item Collection,2700
10034,Noise - Residential,2694
11378,Illegal Parking,2690
10031,Noise - Street/Sidewalk,2686
11373,Blocked Driveway,2641
11414,Request Large Bulky Item Collection,2595
11234,Illegal Parking,2570
11213,Noise - Residential,2565
11361,Request Large Bulky Item Collection,2564
11225,Noise - Residential,2534
10025,HEAT/HOT WATER,2521
11358,Request Large Bulky Item Collection,2520
10009,Noise - Residential,2518
10459,HEAT/HOT WATER,2516
11209,HEAT/HOT WATER,2512
10462,Noise - Residential,2505
11216,HEAT/HOT WATER,2495
11208,Noise - Residential,2490
11377,Blocked Driveway,2467
10466,Noise - Residential,2438
10472,Noise - Residential,2438
11221,HEAT/HOT WATER,2435
11237,Noise - Residential,2417
10452,UNSANITARY CONDITION,2395
10467,UNSANITARY CONDITION,2394
11207,HEAT/HOT WATER,2394
10460,Noise - Residential,2380
11364,Request Large Bulky Item Collection,2375
11212,Noise - Residential,2367
11228,Illegal Parking,2366
10034,Noise - Street/Sidewalk,2353
10027,HEAT/HOT WATER,2351
11203,Blocked Driveway,2346
11214,Blocked Driveway,2338
10453,UNSANITARY CONDITION,2332
11419,Request Large Bulky Item Collection,2313
10466,HEAT/HOT WATER,2311
10457,UNSANITARY CONDITION,2309
10029,HEAT/HOT WATER,2293
11368,Noise - Residential,2276
11226,PLUMBING,2257
11235,HEAT/HOT WATER,2255
11233,Noise - Residential,2252
11221,Request Large Bulky Item Collection,2251
11217,Request Large Bulky Item Collection,2248
11208,Illegal Parking,2240
10456,UNSANITARY CONDITION,2239
11378,Request Large Bulky Item Collection,2234
10466,Blocked Driveway,2233
11379,Request Large Bulky Item Collection,2207
11206,HEAT/HOT WATER,2199
11357,Request Large Bulky Item Collection,2197
10026,Noise - Street/Sidewalk,2183
10027,Noise - Residential,2160
11215,Illegal Parking,2138
10002,Noise - Residential,2135
11207,Blocked Driveway,2132
11216,Request Large Bulky Item Collection,2125
10467,Blocked Driveway,2113
11230,HEAT/HOT WATER,2087
10452,Noise - Street/Sidewalk,2083
11211,Noise - Residential,2081
11234,Blocked Driveway,2071
11220,Request Large Bulky Item Collection,2068
11226,Blocked Driveway,2068
11208,HEAT/HOT WATER,2052
10458,UNSANITARY CONDITION,2049
10032,Noise - Street/Sidewalk,2042
11236,Derelict Vehicles,2037
11216,Noise - Residential,2037
11238,Request Large Bulky Item Collection,2024
11218,Illegal Parking,2023
10026,Noise - Residential,2012
11419,Noise - Residential,2011
11230,Blocked Driveway,2009
10312,Request Large Bulky Item Collection,2008
10467,PAINT/PLASTER,2008
10469,Blocked Driveway,1997
11230,Noise - Residential,1994
11238,Noise - Commercial,1993
11379,Illegal Parking,1988
11234,Request Large Bulky Item Collection,1977
10314,Street Condition,1966
11223,Blocked Driveway,1957
11432,Noise - Vehicle,1947
10455,HEAT/HOT WATER,1932
10039,Noise - Residential,1929
10453,PAINT/PLASTER,1925
10451,Noise - Residential,1920
10465,Request Large Bulky Item Collection,1909
11235,Illegal Parking,1906
11214,HEAT/HOT WATER,1899
11211,Request Large Bulky Item Collection,1898
11377,Illegal Parking,1867
10459,Noise - Residential,1866
11220,Illegal Parking,1862
10468,UNSANITARY CONDITION,1853
10002,HEAT/HOT WATER,1846
10458,PAINT/PLASTER,1826
10019,Noise,1818
11210,Blocked Driveway,1815
11207,Illegal Parking,1805
11229,Request Large Bulky Item Collection,1803
10030,HEAT/HOT WATER,1800
11204,Blocked Driveway,1799
11421,Illegal Parking,1791
11203,Noise - Residential,1789
11226,Noise - Street/Sidewalk,1789
11420,Blocked Driveway,1787
10025,Noise - Residential,1782
10452,PAINT/PLASTER,1760
11226,WATER LEAK,1758
11234,Derelict Vehicles,1750
10461,HEAT/HOT WATER,1749
11229,Blocked Driveway,1745
11432,Noise,1745
10468,PAINT/PLASTER,1734
11220,HEAT/HOT WATER,1731
11222,Request Large Bulky Item Collection,1730
11372,HEAT/HOT WATER,1729
11235,Blocked Driveway,1729
11220,Noise - Residential,1726
11385,HEAT/HOT WATER,1726
10312,Street Condition,1722
11207,UNSANITARY CONDITION,1715
11225,Noise - Street/Sidewalk,1703
11234,Derelict Vehicle,1696
10306,Street Condition,1690
11220,Blocked Driveway,1688
10306,Request Large Bulky Item Collection,1683
10457,PAINT/PLASTER,1682
10472,Blocked Driveway,1676
10030,Noise - Residential,1671
11236,Illegal Parking,1667
10461,Illegal Parking,1665
11413,Request Large Bulky Item Collection,1661
11385,Street Condition,1660
11208,UNSANITARY CONDITION,1658
11201,Noise - Residential,1655
11421,Blocked Driveway,1652
11435,Noise - Residential,1648
10002,Noise - Commercial,1648
10457,PLUMBING,1648
11236,Request Large Bulky Item Collection,1647
11238,Illegal Parking,1644
11201,Request Large Bulky Item Collection,1642
11691,Noise - Residential,1633
11233,Request Large Bulky Item Collection,1632
11210,HEAT/HOT WATER,1630
11226,Illegal Parking,1627
11238,Noise - Residential,1617
11229,Illegal Parking,1614
11201,Illegal Parking,1611
11218,Blocked Driveway,1608
11421,Request Large Bulky Item Collection,1608
11435,Blocked Driveway,1606
11366,Illegal Parking,1593
11373,Noise - Residential,1591
10465,Illegal Parking,1591
11420,Noise - Residential,1590
10461,Noise - Residential,1587
11212,UNSANITARY CONDITION,1583
11238,HEAT/HOT WATER,1583
10460,UNSANITARY CONDITION,1580
11421,Noise - Residential,1580
11218,HEAT/HOT WATER,1580
11212,Blocked Driveway,1573
10452,PLUMBING,1572
11219,Illegal Parking,1571
11225,UNSANITARY CONDITION,1563
11213,UNSANITARY CONDITION,1563
11221,Blocked Driveway,1562
10453,PLUMBING,1559
10016,Noise,1551
11365,Request Large Bulky Item Collection,1548
10462,Blocked Driveway,1536
11369,Blocked Driveway,1531
10023,Homeless Person Assistance,1530
11223,Request Large Bulky Item Collection,1529
10314,Street Light Condition,1526
10003,Noise,1520
11203,UNSANITARY CONDITION,1520
11229,HEAT/HOT WATER,1515
11204,Request Large Bulky Item Collection,1511
11201,Noise,1507
10473,Noise - Residential,1499
11377,HEAT/HOT WATER,1496
10314,Illegal Parking,1493
10453,Blocked Driveway,1489
11385,Water System,1489
10467,PLUMBING,1485
10001,Noise,1478
10454,Noise - Residential,1470
10461,Blocked Driveway,1458
11418,Blocked Driveway,1458
11207,Request Large Bulky Item Collection,1458
10011,Noise,1458
11372,Noise - Residential,1456
10040,Illegal Parking,1445
11691,Request Large Bulky Item Collection,1429
11207,Derelict Vehicles,1428
11211,Noise - Street/Sidewalk,1426
11355,HEAT/HOT WATER,1425
11416,Blocked Driveway,1422
10456,PAINT/PLASTER,1421
11210,Noise - Residential,1419
10455,Noise - Residential,1417
11237,Noise - Street/Sidewalk,1410
10026,HEAT/HOT WATER,1410
10457,Noise - Street/Sidewalk,1399
10035,Noise - Residential,1399
11237,HEAT/HOT WATER,1398
10023,Noise,1394
10037,HEAT/HOT WATER,1390
10463,Illegal Parking,1388
10031,UNSANITARY CONDITION,1385
10468,Noise - Street/Sidewalk,1381
11377,Noise - Residential,1381
11233,Blocked Driveway,1374
11203,Request Large Bulky Item Collection,1373
10031,PAINT/PLASTER,1372
11218,Request Large Bulky Item Collection,1370
11214,Request Large Bulky Item Collection,1370
10458,PLUMBING,1367
11236,Noise - Residential,1363
10453,Noise - Street/Sidewalk,1362
10009,HEAT/HOT WATER,1361
11105,Request Large Bulky Item Collection,1358
10468,PLUMBING,1356
10314,Missed Collection (All Materials),1352
10039,HEAT/HOT WATER,1348
11434,Request Large Bulky Item Collection,1340
11209,Noise - Residential,1339
11219,Blocked Driveway,1332
10002,Illegal Parking,1332
11209,Blocked Driveway,1331
11206,Illegal Parking,1328
10453,DOOR/WINDOW,1324
11221,UNSANITARY CONDITION,1324
10304,Noise - Residential,1318
11203,Derelict Vehicles,1314
11373,Illegal Parking,1308
11221,Noise - Street/Sidewalk,1295
11210,Illegal Parking,1294
10456,PLUMBING,1292
11101,Street Condition,1284
10032,UNSANITARY CONDITION,1283
11236,HEAT/HOT WATER,1277
10025,Noise,1270
10031,Noise - Commercial,1263
11233,UNSANITARY CONDITION,1261
11355,Illegal Parking,1260
10472,UNSANITARY CONDITION,1258
11434,Blocked Driveway,1257
11417,Blocked Driveway,1253
11356,Request Large Bulky Item Collection,1251
11230,Request Large Bulky Item Collection,1245
11208,Derelict Vehicles,1243
10314,Electronics Waste,1235
11235,Noise - Residential,1232
11213,PAINT/PLASTER,1232
11237,Request Large Bulky Item Collection,1230
11103,Blocked Driveway,1225
11103,Noise - Commercial,1222
11101,Blocked Driveway,1219
11691,HEAT/HOT WATER,1218
10019,Illegal Parking,1218
11103,Request Large Bulky Item Collection,1215
10027,Noise - Street/Sidewalk,1215
11378,Blocked Driveway,1214
10023,Illegal Parking,1213
11237,Blocked Driveway,1208
11422,Request Large Bulky Item Collection,1207
11368,HEAT/HOT WATER,1206
10032,PAINT/PLASTER,1203
10003,For Hire Vehicle Complaint,1202
10035,HEAT/HOT WATER,1201
11226,DOOR/WINDOW,1200
11216,Noise - Street/Sidewalk,1199
11206,Request Large Bulky Item Collection,1199
10452,Water System,1197
11419,Building/Use,1195
11432,Noise - Residential,1194
10024,Noise - Residential,1193
11208,Request Large Bulky Item Collection,1192
11418,Illegal Parking,1190
11354,Street Condition,1188
10460,Blocked Driveway,1188
10312,Illegal Parking,1188
11217,Illegal Parking,1187
10003,Noise - Residential,1186
11378,Derelict Vehicle,1184
11432,Blocked Driveway,1178
11225,PAINT/PLASTER,1176
11234,Street Condition,1176
10009,Noise - Commercial,1173
10456,Noise - Street/Sidewalk,1172
11207,Street Condition,1167
10029,Noise - Street/Sidewalk,1159
11370,Illegal Parking,1159
11207,PAINT/PLASTER,1157
10003,Request Large Bulky Item Collection,1156
11375,Illegal Parking,1156
10469,Noise - Residential,1156
11233,Illegal Parking,1154
10467,WATER LEAK,1151
10309,Request Large Bulky Item Collection,1150
10454,HEAT/HOT WATER,1147
10309,Street Condition,1146
10024,HEAT/HOT WATER,1145
11432,Request Large Bulky Item Collection,1144
11234,Noise - Residential,1143
10031,PLUMBING,1143
11385,Dirty Conditions,1140
10453,WATER LEAK,1139
10469,Request Large Bulky Item Collection,1139
11418,Request Large Bulky Item Collection,1139
11238,Noise - Street/Sidewalk,1137
11249,HEAT/HOT WATER,1136
11362,Request Large Bulky Item Collection,1129
10452,DOOR/WINDOW,1128
11434,Noise - Residential,1125
10459,UNSANITARY CONDITION,1123
11204,HEAT/HOT WATER,1122
11207,Water System,1121
10466,UNSANITARY CONDITION,1110
11223,HEAT/HOT WATER,1108
11355,Request Large Bulky Item Collection,1105
11433,Blocked Driveway,1104
11215,HEAT/HOT WATER,1104
11215,Street Condition,1102
10469,HEAT/HOT WATER,1100
11412,Request Large Bulky Item Collection,1100
10301,Illegal Parking,1097
10308,Request Large Bulky Item Collection,1096
11354,Blocked Driveway,1093
11229,Noise - Residential,1092
10314,Water System,1092
11235,Request Large Bulky Item Collection,1090
11205,Illegal Parking,1088
10314,Electronics Waste Appointment,1087
10462,Illegal Parking,1086
11420,Illegal Parking,1085
10456,WATER LEAK,1083
10314,Blocked Driveway,1080
10305,Request Large Bulky Item Collection,1076
11211,Noise - Commercial,1075
10456,DOOR/WINDOW,1074
11377,Street Condition,1074
11218,Noise - Residential,1073
11420,Derelict Vehicle,1068
11226,Request Large Bulky Item Collection,1065
10305,Street Condition,1064
11212,PAINT/PLASTER,1063
10314,Noise - Residential,1060
10016,HEAT/HOT WATER,1059
11416,Request Large Bulky Item Collection,1057
11211,HEAT/HOT WATER,1051
10457,GENERAL,1045
11237,UNSANITARY CONDITION,1044
11212,PLUMBING,1043
10301,Street Condition,1043
11217,Noise - Residential,1043
11237,Noise - Commercial,1041
11208,Street Condition,1040
11225,Request Large Bulky Item Collection,1039
10452,WATER LEAK,1039
11203,Illegal Parking,1039
10458,DOOR/WINDOW,1037
10457,DOOR/WINDOW,1037
10457,WATER LEAK,1036
10460,PAINT/PLASTER,1035
11210,Request Large Bulky Item Collection,1034
11217,Noise - Commercial,1029
11372,Blocked Driveway,1027
11226,FLOORING/STAIRS,1027
11236,Street Condition,1027
11102,Blocked Driveway,1024
11375,HEAT/HOT WATER,1024
11106,Blocked Driveway,1023
10456,Blocked Driveway,1022
11226,ELECTRIC,1021
11374,Illegal Parking,1021
10458,WATER LEAK,1021
10033,UNSANITARY CONDITION,1020
11418,Noise - Residential,1020
11215,Water System,1020
10453,Water System,1017
10465,Noise - Residential,1017
10473,HEAT/HOT WATER,1015
10457,Blocked Driveway,1015
11102,Illegal Parking,1013
10468,Blocked Driveway,1011
10469,Illegal Parking,1007
11222,Illegal Parking,1007
11368,Illegal Parking,1003
10034,Water System,1001
10301,Request Large Bulky Item Collection,997
10033,PAINT/PLASTER,994
10466,Illegal Parking,991
10034,Noise - Commercial,990
10463,Blocked Driveway,988
11211,Noise,987
11206,Noise - Commercial,983
10019,HEAT/HOT WATER,983
10002,Noise - Street/Sidewalk,982
10029,Illegal Parking,982
10473,Blocked Driveway,981
11219,Missed Collection (All Materials),980
11432,HEAT/HOT WATER,977
10038,Noise,976
10459,Blocked Driveway,976
11213,Blocked Driveway,973
11419,Illegal Parking,971
11213,Request Large Bulky Item Collection,971
11225,Illegal Parking,969
11207,PLUMBING,969
11365,Illegal Parking,968
11206,Noise - Street/Sidewalk,966
11229,Street Condition,965
11235,Street Condition,965
10304,Request Large Bulky Item Collection,965
11106,Request Large Bulky Item Collection,963
10468,Illegal Parking,963
10312,Dirty Conditions,961
10016,Street Condition,961
10467,DOOR/WINDOW,960
11213,PLUMBING,958
11215,Noise,958
10458,Noise - Street/Sidewalk,956
11231,Illegal Parking,956
10034,UNSANITARY CONDITION,956
11233,Noise - Street/Sidewalk,955
11206,Blocked Driveway,955
11221,Illegal Parking,954
11225,PLUMBING,954
11211,Illegal Parking,953
10301,Noise - Residential,953
11375,Request Large Bulky Item Collection,950
11375,Blocked Driveway,950
10040,Noise - Commercial,950
10460,PLUMBING,950
11203,PAINT/PLASTER,949
11201,Street Condition,947
11417,Illegal Parking,947
11429,Request Large Bulky Item Collection,945
11369,Illegal Parking,943
10011,Request Large Bulky Item Collection,942
11356,Blocked Driveway,941
11103,Illegal Parking,939
10031,DOOR/WINDOW,939
11209,Street Condition,938
11216,UNSANITARY CONDITION,936
10468,WATER LEAK,935
11205,Request Large Bulky Item Collection,934
10312,Electronics Waste,934
10452,Noise - Vehicle,933
10011,Noise - Residential,931
10013,Noise,931
11207,Sanitation Condition,930
10022,Street Condition,927
10024,Noise,924
11234,Water System,921
11220,Street Condition,920
10466,Request Large Bulky Item Collection,919
11433,Noise - Residential,919
11357,Illegal Parking,919
10025,Noise - Street/Sidewalk,915
10025,Request Large Bulky Item Collection,914
11370,Blocked Driveway,914
10306,Illegal Parking,913
11208,Water System,913
11357,Street Condition,913
10031,Water System,912
11222,Noise - Residential,910
11105,Illegal Parking,908
10308,Street Condition,906
11219,HEAT/HOT WATER,903
11234,Damaged Tree,901
11219,Street Condition,900
11225,WATER LEAK,897
10457,Illegal Parking,897
11691,UNSANITARY CONDITION,895
10009,Request Large Bulky Item Collection,894
11373,Request Large Bulky Item Collection,892
10472,Noise - Commercial,892
10472,Noise - Street/Sidewalk,892
10304,Street Condition,892
11208,PAINT/PLASTER,891
11228,Blocked Driveway,891
10306,Damaged Tree,890
