11226,HEAT/HOT WATER,7569
10458,HEAT/HOT WATER,6707
10467,HEAT/HOT WATER,6041
10453,HEAT/HOT WATER,5822
10467,Noise - Residential,5809
10468,Noise - Residential,5499
10468,HEAT/HOT WATER,5371
10452,HEAT/HOT WATER,5009
10031,HEAT/HOT WATER,4882
11226,Noise - Residential,4854
10456,HEAT/HOT WATER,4576
10462,HEAT/HOT WATER,4548
11225,HEAT/HOT WATER,4544
10457,HEAT/HOT WATER,4408
11368,Blocked Driveway,4388
10031,Noise - Residential,4383
10452,Noise - Residential,4301
10472,HEAT/HOT WATER,4291
11385,Illegal Parking,4136
11213,HEAT/HOT WATER,4100
11221,Noise - Residential,4020
10458,Noise - Residential,3968
10456,Noise - Residential,3707
10453,Noise - Residential,3479
10460,HEAT/HOT WATER,3468
11385,Request Large Bulky Item Collection,3465
10032,HEAT/HOT WATER,3440
11373,HEAT/HOT WATER,3408
10457,Noise - Residential,3369
10463,HEAT/HOT WATER,3343
11209,Illegal Parking,3289
10029,Noise - Residential,3285
10033,Noise - Residential,3244
11212,HEAT/HOT WATER,3200
11237,Noise - Residential,3177
11214,Illegal Parking,3159
11226,UNSANITARY CONDITION,3155
10040,Noise - Residential,3123
10033,HEAT/HOT WATER,3104
10040,Noise - Street/Sidewalk,3084
11223,Illegal Parking,3082
11206,Noise - Residential,3076
11207,Noise - Residential,3064
11213,Noise - Residential,3053
11385,Blocked Driveway,3047
11236,Blocked Driveway,3045
11233,HEAT/HOT WATER,3030
10031,Noise - Street/Sidewalk,3003
10032,Noise - Residential,2976
10034,Noise - Residential,2974
11203,HEAT/HOT WATER,2963
11225,Noise - Residential,2936
10040,HEAT/HOT WATER,2903
10466,Noise - Residential,2864
11209,Request Large Bulky Item Collection,2837
11234,Illegal Parking,2819
11208,Noise - Residential,2796
10002,Noise - Residential,2792
10460,Noise - Residential,2784
10472,Noise - Residential,2776
11208,Blocked Driveway,2757
10032,Noise - Street/Sidewalk,2717
10463,Noise - Residential,2703
11204,Illegal Parking,2653
11419,Blocked Driveway,2648
11216,HEAT/HOT WATER,2640
10451,HEAT/HOT WATER,2639
11226,PAINT/PLASTER,2639
11373,Blocked Driveway,2638
11385,Noise - Residential,2609
10466,HEAT/HOT WATER,2605
10009,Noise - Residential,2582
10027,Noise - Residential,2566
11216,Noise - Residential,2506
